iter	Logloss
212	0.2303085315
213	0.2302892744
214	0.2302727361
215	0.2302292699
216	0.2302109623
217	0.230181414
218	0.2301686199
219	0.2301525455
220	0.2301172944
221	0.2300975861
222	0.2300741307
223	0.2300595118
224	0.2300442419
225	0.2300342477
226	0.2300187009
227	0.2299928895
228	0.2299734272
229	0.2299667297
230	0.2299512114
231	0.2299249796
232	0.2299196161
233	0.2298988098
234	0.2298784865
235	0.2298541827
236	0.2298339301
237	0.2298214508
238	0.2297961152
239	0.229756536
240	0.2297044275
241	0.229693293
242	0.2296735985
243	0.2296501265
244	0.229633395
245	0.2296231168
246	0.2296006789
247	0.229571594
248	0.2295430693
249	0.2295141758
250	0.2294952449
251	0.2294795183
252	0.2294468271
253	0.2294149969
254	0.2294086272
255	0.2293813224
256	0.2293591488
257	0.2293326676
258	0.2293232451
259	0.2293106612
260	0.2293028252
261	0.2292943654
262	0.2292799515
263	0.229270248
264	0.2292619015
265	0.2292506942
266	0.229241281
267	0.229228473
268	0.2292140742
269	0.2291997032
270	0.2291912439
271	0.2291721473
272	0.2291495589
273	0.2291379981
274	0.2291304413
275	0.2290921109
276	0.2290820848
277	0.2290530869
278	0.2290429463
279	0.2290148874
280	0.2290016915
281	0.2289961068
282	0.2289815503
283	0.2289734537
284	0.2289571638
285	0.2289451753
286	0.2289136571
287	0.2289095785
288	0.2288745693
289	0.228862894
290	0.2288591139
291	0.2288540131
292	0.2288177241
293	0.2288127371
294	0.2288011163
295	0.2287749324
296	0.2287470992
297	0.2287237874
298	0.2287107745
299	0.2287050406
300	0.2286812444
301	0.2286711186
302	0.2286421189
303	0.2286294678
304	0.2286179553
305	0.2285930246
306	0.2285724082
307	0.2285534469
308	0.2285424261
309	0.2285205806
310	0.2285083701
311	0.2284899954
312	0.2284682975
313	0.2284561172
314	0.2284486865
315	0.2284324893
316	0.2284187528
317	0.2284053949
318	0.2283888972
319	0.2283730115
320	0.2283575447
321	0.2283438912
322	0.228336263
323	0.2283234948
324	0.2282955095
325	0.2282814898
326	0.2282670054
327	0.2282516302
328	0.2282309585
329	0.228219513
330	0.2281970917
331	0.2281857863
332	0.2281777809
333	0.2281695661
334	0.2281583424
335	0.2281446556
336	0.2281293217
337	0.2281131754
338	0.2281016396
339	0.2280807002
340	0.2280704865
341	0.2280554056
342	0.2280343168
343	0.2280256597
344	0.2280098986
345	0.2279956994
346	0.2279755431
347	0.2279641315
348	0.227957516
349	0.227930994
350	0.227923501
351	0.2279192514
352	0.2279087491
353	0.2278758319
354	0.2278680974
355	0.2278533915
356	0.2278472355
357	0.2278336108
358	0.2278140564
359	0.2278038772
360	0.2277920242
361	0.2277860314
362	0.2277793634
363	0.2277636061
364	0.2277583439
365	0.2277394109
366	0.2277203273
367	0.2277139983
368	0.2277112889
369	0.2276956191
370	0.2276660312
371	0.2276491913
372	0.2276336774
373	0.2276237934
374	0.2276198201
375	0.2276088433
376	0.227576768
377	0.2275638669
378	0.2275510569
379	0.2275356698
380	0.2275276227
381	0.2275115369
382	0.2275103639
383	0.2275054616
384	0.2274931104
385	0.2274816352
386	0.2274738736
387	0.227452912
388	0.2274420845
389	0.2274268253
390	0.2274048201
391	0.2273884208
392	0.2273714345
393	0.2273646335
394	0.2273551393
395	0.2273415147
396	0.227339639
397	0.2273347674
398	0.2273319133
399	0.2273188376
400	0.2273125143
401	0.2273037513
402	0.2272971894
403	0.2272893862
404	0.2272752179
405	0.2272573855
406	0.2272408016
407	0.2272357777
408	0.2272258201
409	0.2272135246
410	0.2271960466
411	0.2271900322
412	0.2271725023
413	0.2271665242
414	0.2271613378
415	0.2271354541
416	0.2271136859
417	0.2270959536
418	0.2270868538
419	0.2270803378
420	0.2270686359
421	0.2270559347
422	0.2270425857
423	0.227022539
424	0.2270142696
425	0.2270036283
426	0.2269827167
427	0.2269766831
428	0.2269682476
429	0.2269546187
430	0.2269444472
431	0.2269373576
432	0.2269282149
433	0.2269191978
434	0.2268995352
435	0.2268837013
436	0.2268663439
437	0.2268581638
438	0.2268526109
439	0.2268378855
440	0.2268314813
441	0.226820542
442	0.2267994072
443	0.226786588
444	0.2267662145
445	0.226755232
446	0.2267417882
447	0.2267328476
448	0.2267297945
449	0.2267148044
450	0.2266969643
451	0.2266846594
452	0.2266712492
453	0.2266614573
454	0.2266521243
455	0.2266360741
456	0.2266277058
457	0.2266214147
458	0.2266140383
459	0.2265977874
460	0.2265899333
461	0.2265722365
462	0.2265610602
463	0.2265560514
464	0.2265518103
465	0.2265334582
466	0.2265239866
467	0.2265145329
468	0.2265007914
469	0.2264934239
470	0.226469881
471	0.2264638969
472	0.2264530719
473	0.2264461026
474	0.2264416983
475	0.2264310551
476	0.2264194824
477	0.2264137259
478	0.2263962671
479	0.2263815433
480	0.2263634913
481	0.2263544778
482	0.226345372
483	0.2263368696
484	0.2263225812
485	0.2263103123
486	0.2262986428
487	0.2262903186
488	0.2262800624
489	0.2262695739
490	0.2262570706
491	0.2262479669
492	0.2262376417
493	0.2262271649
494	0.2262197238
495	0.2262098214
496	0.2261934169
497	0.2261766597
498	0.2261722268
499	0.2261556672
500	0.2261449824
501	0.2261416746
502	0.2261390338
503	0.2261296173
504	0.2261219859
505	0.2261189445
506	0.2261053823
507	0.2261021003
508	0.2260856042
509	0.2260751682
510	0.2260687865
511	0.2260569207
512	0.2260455488
513	0.2260259864
514	0.2260187382
515	0.2260064579
516	0.2259993502
517	0.2259956471
518	0.2259888909
519	0.2259767183
520	0.2259599455
521	0.2259516849
522	0.225933454
523	0.2259263476
524	0.2259189504
525	0.2259062198
526	0.2258916435
527	0.2258740724
528	0.2258562337
529	0.2258463711
530	0.2258398865
531	0.2258320062
532	0.225828508
533	0.2258275046
534	0.225818938
535	0.2258068587
536	0.2257984408
537	0.2257825794
538	0.2257665094
539	0.2257485729
540	0.2257389972
541	0.2257276576
542	0.2257162986
543	0.2257016268
544	0.2256971447
545	0.2256925737
546	0.2256817588
547	0.2256710183
548	0.225665263
549	0.2256522875
550	0.2256372183
551	0.2256179043
552	0.2256138464
553	0.2256026181
554	0.22559224
555	0.2255806611
556	0.2255647164
557	0.2255561745
558	0.2255492668
559	0.225536326
560	0.2255212589
561	0.225507747
562	0.2255025464
563	0.2254911214
564	0.2254819004
565	0.2254750813
566	0.2254635012
567	0.225454911
568	0.2254399989
569	0.2254306913
570	0.2254196926
571	0.2254100812
572	0.2253979551
573	0.2253852524
574	0.2253814713
575	0.2253738973
576	0.2253671248
577	0.2253668779
578	0.2253569128
579	0.225349301
580	0.2253440998
581	0.2253331175
582	0.2253215539
583	0.2253073581
584	0.2252994241
585	0.2252939256
586	0.2252858056
587	0.2252777024
588	0.2252741719
589	0.2252592098
590	0.2252518454
591	0.2252379975
592	0.2252297884
593	0.2252243886
594	0.2252199959
595	0.2252171466
596	0.2252063735
597	0.2251975269
598	0.2251872383
599	0.2251824157
600	0.2251662168
601	0.2251618604
602	0.2251582534
603	0.2251529391
604	0.225136733
605	0.2251231597
606	0.2251161605
607	0.2251086959
608	0.2250978658
609	0.2250830845
610	0.2250753288
611	0.2250638337
612	0.2250535309
613	0.2250444511
614	0.2250393794
615	0.2250263637
616	0.2250166867
617	0.2250127818
618	0.2250053849
619	0.2249934009
620	0.2249843197
621	0.2249774105
622	0.2249712639
623	0.2249670826
624	0.2249580122
625	0.224951148
626	0.2249470444
627	0.2249444816
628	0.2249426078
629	0.2249332215
630	0.2249274948
631	0.2249199553
632	0.2249134813
633	0.2249046078
634	0.2248997621
635	0.2248924189
636	0.224887628
637	0.224881666
638	0.2248745123
639	0.224862411
640	0.2248559495
641	0.2248474273
642	0.224839939
643	0.2248309052
644	0.2248141509
645	0.2248091111
646	0.2247970288
647	0.2247840922
648	0.2247825635
649	0.2247780972
650	0.2247722202
651	0.2247678513
652	0.2247630404
653	0.2247554037
654	0.2247491993
655	0.2247400655
656	0.2247256701
657	0.2247201729
658	0.2247171268
659	0.2247012434
660	0.2246959807
661	0.224684135
662	0.224664019
663	0.2246589831
664	0.2246503683
665	0.2246478387
666	0.224637807
667	0.2246335615
668	0.2246259445
669	0.2246191045
670	0.224614849
671	0.2246118814
672	0.2245977774
673	0.2245932128
674	0.2245869548
675	0.2245817348
676	0.2245782001
677	0.2245744487
678	0.2245670788
679	0.2245591116
680	0.2245402796
681	0.22452976
682	0.2245273333
683	0.2245214201
684	0.2245184052
685	0.2245097879
686	0.2245060781
687	0.2245000071
688	0.2244948052
689	0.2244887746
690	0.2244772567
691	0.2244668158
692	0.22446141
693	0.2244563686
694	0.2244457706
695	0.2244379184
696	0.2244288897
697	0.2244226126
698	0.2244210467
699	0.2244054919
700	0.2243954889
701	0.2243921637
702	0.2243814307
703	0.2243735268
704	0.2243651839
705	0.2243564847
706	0.2243397607
707	0.2243361269
708	0.2243255235
709	0.2243232019
710	0.2243127061
711	0.2242986883
712	0.2242928766
713	0.224286856
714	0.2242835004
715	0.2242750203
716	0.2242668733
717	0.2242553267
718	0.2242446495
719	0.2242299847
720	0.2242186638
721	0.2242110152
722	0.2242002808
723	0.2241973352
724	0.2241896972
725	0.2241823952
726	0.2241774239
727	0.2241729534
728	0.2241644663
729	0.2241519398
730	0.224142072
731	0.2241291876
732	0.2241180924
733	0.2241050526
734	0.2240932567
735	0.2240893746
736	0.2240695065
737	0.2240660501
738	0.2240630529
739	0.224058817
740	0.2240533195
741	0.2240435767
742	0.2240414268
743	0.2240317828
744	0.2240248948
745	0.2240147274
746	0.224003239
747	0.2239993305
748	0.2239955075
749	0.2239862285
750	0.2239799554
751	0.2239793857
752	0.2239713553
753	0.223962042
754	0.2239480177
755	0.2239410173
756	0.2239376671
757	0.2239355344
758	0.2239251331
759	0.223920483
760	0.2239140235
761	0.2239065668
762	0.2238982861
763	0.2238920522
764	0.2238815999
765	0.2238772316
766	0.2238637636
767	0.2238597071
768	0.2238535643
769	0.2238440741
770	0.2238359079
771	0.2238323046
772	0.2238308479
773	0.2238248955
774	0.223817394
775	0.2238114564
776	0.2238069122
777	0.223802848
778	0.2237953898
779	0.2237874337
780	0.2237799268
781	0.2237734478
782	0.223767529
783	0.2237613251
784	0.2237545523
785	0.2237507308
786	0.2237455721
787	0.2237374491
788	0.2237347629
789	0.2237236101
790	0.2237194894
791	0.2237042084
792	0.2236985916
793	0.2236936681
794	0.223687882
795	0.2236790074
796	0.2236722434
797	0.2236686295
798	0.2236578748
799	0.2236544931
800	0.223651283
801	0.223638889
802	0.223628366
803	0.223627093
804	0.2236186274
805	0.2236150438
806	0.2236079846
807	0.223604843
808	0.2235956469
809	0.2235889794
810	0.2235860968
811	0.2235833919
812	0.22357875
813	0.2235748159
814	0.2235700866
815	0.223561449
816	0.223549796
817	0.2235485974
818	0.2235462288
819	0.2235337279
820	0.2235316843
821	0.2235309463
822	0.2235225875
823	0.2235167005
824	0.2235133788
825	0.2235084825
826	0.2235004746
827	0.2234890382
828	0.2234829828
829	0.2234735019
830	0.2234695512
831	0.2234646016
832	0.223461804
833	0.2234565108
834	0.2234471473
835	0.2234443525
836	0.223438384
837	0.2234332047
838	0.223430238
839	0.223427425
840	0.2234189768
841	0.2234106058
842	0.223396667
843	0.2233886868
844	0.2233864955
845	0.223381572
846	0.2233758465
847	0.223369277
848	0.2233644382
849	0.2233563709
850	0.2233467728
851	0.223333748
852	0.223330728
853	0.2233229528
854	0.223321359
855	0.2233093931
856	0.2233004682
857	0.2232945829
858	0.223289007
859	0.2232763234
860	0.2232693863
861	0.2232651503
862	0.2232615116
863	0.2232555079
864	0.2232503832
865	0.2232397955
866	0.2232357428
867	0.2232326679
868	0.2232230453
869	0.2232167275
870	0.2232071548
871	0.2232040582
872	0.2231977051
873	0.2231948129
874	0.223191082
875	0.2231865736
876	0.2231829328
877	0.2231758572
878	0.2231711374
879	0.2231692812
880	0.2231644225
881	0.2231580218
882	0.2231531652
883	0.2231511576
884	0.2231439324
885	0.2231362745
886	0.2231342063
887	0.2231260383
888	0.2231234192
889	0.2231152696
890	0.2231065103
891	0.223102343
892	0.2230962157
893	0.2230885685
894	0.223076082
895	0.2230685994
896	0.2230639518
897	0.2230552151
898	0.223050747
899	0.2230443091
900	0.2230358833
901	0.2230292393
902	0.2230234702
903	0.2230086358
904	0.2230010986
905	0.2229966743
906	0.222994814
907	0.2229931987
908	0.2229883004
909	0.2229808246
910	0.2229760479
911	0.2229736928
912	0.2229730706
913	0.2229676183
914	0.2229601485
915	0.222949814
916	0.2229473942
917	0.2229408823
918	0.2229348903
919	0.2229338888
920	0.2229303412
921	0.2229241653
922	0.2229190906
923	0.2229107234
924	0.2229085739
925	0.2229016281
926	0.2228999704
927	0.2228982704
928	0.2228879607
929	0.2228732342
930	0.2228650251
931	0.2228577545
932	0.2228551048
933	0.2228482953
934	0.2228345176
935	0.2228288497
936	0.2228251278
937	0.2228225825
938	0.2228159272
939	0.2228101102
940	0.2227946638
941	0.2227879198
942	0.2227837189
943	0.2227761964
944	0.2227697134
945	0.2227623519
946	0.2227554677
947	0.2227505476
948	0.2227461229
949	0.2227414418
950	0.2227347954
951	0.2227266041
952	0.2227207039
953	0.2227147437
954	0.222710908
955	0.2227048837
956	0.2226994251
957	0.2226976128
958	0.2226931522
959	0.2226915911
960	0.2226853684
961	0.2226748416
962	0.2226674268
963	0.2226595179
964	0.2226549136
965	0.2226521812
966	0.2226463727
967	0.2226419107
968	0.2226361585
969	0.2226300014
970	0.2226278257
971	0.2226182769
972	0.2226162941
973	0.22261208
974	0.2226107435
975	0.2226068506
976	0.2225941363
977	0.2225841085
978	0.2225778362
979	0.222574369
980	0.2225709635
981	0.2225702282
982	0.2225646934
983	0.2225628388
984	0.222557966
985	0.2225540194
986	0.2225397732
987	0.2225371966
988	0.2225310296
989	0.2225253643
990	0.2225231407
991	0.2225194645
992	0.2225123392
993	0.2225061145
994	0.2224933971
995	0.2224744601
996	0.2224712754
997	0.2224654092
998	0.2224617914
999	0.2224574485
